,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
1,1.0,0.5533976974925945,0.3001002628727851,0.4023828694684065,0.227676831772699,0.2882460376885281,0.2813238715674978,0.46047818701730775,0.32009473382003023,0.21020918820327839,0.33989237491011937,0.2297807669884232,0.386505553119269,0.3132333888559172,0.24775248147175888,0.31955816307322393,0.32994500933626913
2,0.5533976974925945,1.0000000000000002,0.3844350858475204,0.5204284288630991,0.27554340400187216,0.36395129621679484,0.3441572640354234,0.49556653413287566,0.3762672683633379,0.28117615931786516,0.4102102941783127,0.29881257429769525,0.4710457284190047,0.3437196259371973,0.3264470092939304,0.36955834724515196,0.3812811444116028
3,0.3001002628727851,0.3844350858475204,1.0,0.45327579894588277,0.22436842224468218,0.2780489972175068,0.2871480346362126,0.38293980327994565,0.2894669180043686,0.239599102662393,0.3534753286783242,0.2508714251605358,0.37114737988941027,0.25503258105565124,0.24705076618573032,0.250448752054015,0.3337856428649081
4,0.4023828694684065,0.5204284288630991,0.45327579894588277,1.0,0.26650125228875493,0.42958458547561473,0.3740600344706665,0.47865148816248554,0.40439128685214976,0.2887671164668376,0.45104842897265307,0.31369372586981387,0.5601263192725955,0.39709093894725045,0.29646438283349713,0.3841723289155386,0.44914449049258404
5,0.227676831772699,0.27554340400187216,0.22436842224468218,0.26650125228875493,0.9999999999999999,0.17220463166732453,0.21214896415188841,0.3073088788780455,0.24483573891298271,0.1435183635790536,0.2731246364466232,0.2091588491089787,0.2765364439566548,0.19685602559871496,0.50587956788595,0.289572047245736,0.2520974720989164
6,0.2882460376885281,0.36395129621679484,0.2780489972175068,0.42958458547561473,0.17220463166732453,1.0,0.24476352931477993,0.3039095455667173,0.33756711627462177,0.20965486778283496,0.2926923320884719,0.17850976933515628,0.3612926792798544,0.23522808585116917,0.21083967518217556,0.23901468509739363,0.2948262888165702
7,0.2813238715674978,0.3441572640354234,0.2871480346362126,0.3740600344706665,0.21214896415188841,0.24476352931477993,1.0,0.3158719006992984,0.351955698743562,0.18662086231244154,0.33470717558192625,0.25470245257544205,0.3948382991893304,0.2937081269411819,0.23789412790778458,0.297162851046097,0.33014846002831466
8,0.46047818701730775,0.49556653413287566,0.38293980327994565,0.47865148816248554,0.3073088788780455,0.3039095455667173,0.3158719006992984,1.0,0.32834997904178503,0.22026322295423684,0.39490201301494515,0.2704933146628531,0.40025650626125264,0.27333182822095414,0.3037639170862269,0.3162946251988413,0.36738772468562286
9,0.32009473382003023,0.3762672683633379,0.2894669180043686,0.40439128685214976,0.24483573891298271,0.33756711627462177,0.351955698743562,0.32834997904178503,1.0,0.23919624541175477,0.423266796591107,0.2832257407119508,0.4235663648419678,0.3206780492403131,0.29832477693998477,0.32898771918709124,0.42237247838515973
10,0.21020918820327839,0.28117615931786516,0.239599102662393,0.2887671164668376,0.1435183635790536,0.20965486778283496,0.18662086231244154,0.22026322295423684,0.23919624541175477,1.0000000000000002,0.28654188715718687,0.13940153761248789,0.23943268612579907,0.1823124672599366,0.16196863512394916,0.1748636590714635,0.22827454389835403
11,0.33989237491011937,0.4102102941783127,0.3534753286783242,0.45104842897265307,0.2731246364466232,0.2926923320884719,0.33470717558192625,0.39490201301494515,0.423266796591107,0.28654188715718687,1.0,0.29223960777861285,0.4541701085092282,0.32580571414208914,0.2892812282258164,0.34211517197403807,0.4182645815296769
12,0.2297807669884232,0.29881257429769525,0.2508714251605358,0.31369372586981387,0.2091588491089787,0.17850976933515628,0.25470245257544205,0.2704933146628531,0.2832257407119508,0.13940153761248789,0.29223960777861285,1.0,0.39367981073649105,0.3213785947159089,0.20494457093882834,0.3121653089195455,0.2945219105013888
13,0.386505553119269,0.4710457284190047,0.37114737988941027,0.5601263192725955,0.2765364439566548,0.3612926792798544,0.3948382991893304,0.40025650626125264,0.4235663648419678,0.23943268612579907,0.4541701085092282,0.39367981073649105,1.0,0.5326287368794171,0.2921984658461843,0.49185935025877436,0.4624262932698578
14,0.3132333888559172,0.3437196259371973,0.25503258105565124,0.39709093894725045,0.19685602559871496,0.23522808585116917,0.2937081269411819,0.27333182822095414,0.3206780492403131,0.1823124672599366,0.32580571414208914,0.3213785947159089,0.5326287368794171,1.0000000000000002,0.21939386393834498,0.4217772097316159,0.3580437210830105
15,0.24775248147175888,0.3264470092939304,0.24705076618573032,0.29646438283349713,0.50587956788595,0.21083967518217556,0.23789412790778458,0.3037639170862269,0.29832477693998477,0.16196863512394916,0.2892812282258164,0.20494457093882834,0.2921984658461843,0.21939386393834498,1.0,0.35071180967680926,0.2639841646327809
16,0.31955816307322393,0.36955834724515196,0.250448752054015,0.3841723289155386,0.289572047245736,0.23901468509739363,0.297162851046097,0.3162946251988413,0.32898771918709124,0.1748636590714635,0.34211517197403807,0.3121653089195455,0.49185935025877436,0.4217772097316159,0.35071180967680926,1.0,0.36105271735488026
17,0.32994500933626913,0.3812811444116028,0.3337856428649081,0.44914449049258404,0.2520974720989164,0.2948262888165702,0.33014846002831466,0.36738772468562286,0.42237247838515973,0.22827454389835403,0.4182645815296769,0.2945219105013888,0.4624262932698578,0.3580437210830105,0.2639841646327809,0.36105271735488026,1.0000000000000002
